,Unnamed: 0,Unnamed: 0.1.1,mvrv_z_score,mvrv_momentum,nvt_smooth,nvt_dynamic,hashRate_change,log_return,drawdown_micro,rsi_7,rsi_14,rsi_slop,state
27,27,27,-1.1409647062081123,-0.0126877011447181,13.870236886653815,-1.0791684210224597,12.133175755865969,-0.0199051325496637,-0.2570499257902548,40.343889848793495,42.04658908464079,-3.9613584707505822,0.0
28,28,28,-1.1787764263844656,-0.0819672909250658,13.854634372353322,-1.0663183133174423,14.390999803332228,-0.0159379578655666,-0.2671308751384712,35.64335582660712,39.54529086500568,-4.700534022186375,2.0
29,29,29,-1.216588146560819,-0.1512468807054134,13.839031858052826,-1.0534682056124254,27.55622184104072,-0.004284700675549,-0.2702642823231523,43.75538874519916,43.39316472312758,8.112032918592043,0.0
30,30,30,-1.2101646706776013,-0.1070116846458423,13.840143818683387,-1.0259702231575392,11.556231128261029,-0.0263236696607619,-0.2488544001070342,52.09585080139564,47.64220273872051,8.340462056196479,0.0
31,31,31,-1.2037411947943837,-0.0627764885862712,13.841255779313949,-0.998472240702653,-3.018549963814743,0.0096606264047959,-0.1868679624184178,44.585252578358414,44.16587598321448,-7.510598223037228,0.0
32,32,32,-1.197317718911166,-0.0185412925267001,13.842367739944509,-0.9709742582477668,-2.74896915902928,0.0241815507811175,-0.1669655024026393,44.30311639191627,44.0348623727002,-0.2821361864421448,0.0
33,33,33,-1.190894243027948,0.0256939035328709,13.843479700575068,-0.9434762757928804,-9.986170336718036,-0.0333969808469781,-0.1943269023882952,37.75931208493165,40.96302545895563,-6.543804306984619,0.0
34,34,34,-1.187893356670346,0.0222713140072553,13.848745890675248,-0.9083762263243678,12.600103520680817,-0.0353345632490699,-0.2222979272753353,42.96047236697544,43.22018206099767,5.201160282043787,0.0
35,35,35,-1.184892470312744,0.0188487244816397,13.854012080775425,-0.873276176855855,13.45246191438778,0.027918517823711,-0.2002797102488704,48.32393992465588,45.60452476800506,5.363467557680444,0.0
36,36,36,-1.1818915839551416,0.0154261349560241,13.8592782708756,-0.8381761273873423,-19.545800286837142,0.0219096931554238,-0.1825647278204117,44.46465123270382,44.02917930972035,-3.85928869195206,0.0
37,37,37,-1.1788906975975395,0.0120035454304086,13.864544460975775,-0.8030760779188295,2.701421499653512,-0.0225376648276258,-0.2007817542853044,41.52251116617046,42.817841325925926,-2.942140066533362,0.0
38,38,38,-1.1837897235329464,0.0041036331373996,13.922174358901522,-0.7222488833633354,15.22100831583064,-0.0134612205211453,-0.1886277259141729,41.261101519407895,42.71397733885503,-0.2614096467625657,0.0
